"","V3","V2","V6","V6.1","V2.1","V2.2","V2.3","V5","V1","V1.1","V1.2","V5.1","V2.4","V2.5","V1.3","V3.1","V1.4","V6.2","V3.2","V2.6","V2.7","V4","V5.2","V5.3","V5.4","V6.3","V6.4","V6.5","V6.6","V2.8","V3.3","V3.4","V1.5","V6.7","V1.6","V6.8","V1.7","V6.9","V1.8","V2.9","V1.9","V5.5","V6.10","V5.6","V3.5","V6.11","V3.6","V4.1","V4.2","V6.12","V4.3","V2.10","V1.10","V3.7","V4.4","V1.11","V1.12","V6.13"
"1",71005.4598274135,14782.5975862379,24707.3845372247,6.27499771774446,50839.1374071364,44556.9584356277,1.36684790990183,83358.6520947772,2.01395868134007,54798.4939032639,34051.4658691998,41125.5161425101,6.08959928479836,25604.83867626,10928.8239298748,249.218192276136,45454.4125758913,28666.7410339127,2534.98815766472,35001.7114283532,45559.9954153093,36163.1226675633,45032.081216164,49783.3090115314,84150.5233918067,41.6321095453373,13.6706647734747,101096.569212519,4.48918284363779,3.02733267690453,68313.0974104068,91171.7822509616,24021.0960778731,46563.0323950541,29353.0294932136,120.640123086424,1.06820166283807,13.3872561293356,42022.9702788537,32467.7232703759,48991.4377101325,1.07964413594404,53161.9598867045,2.98774370923238,36532.6626066909,46879.7809135966,23493.1818783012,26607.8756556872,75598.3133586156,172206.611817004,118517.73780544,32573.3061104414,132.502743655354,1.03845190751851,47671.6522147916,34579.3800691118,28561.1581941082,8.77162141057347
